recno,rho,T,P,u
2294,150.0,200000.0,3898386.0,32297.13
2295,200.0,200000.0,6305012.0,39947.86
2296,250.0,200000.0,9162071.0,47078.87
2297,300.0,200000.0,1.243877E7,53814.69
2298,350.0,200000.0,1.611153E7,60234.93
2299,400.0,200000.0,2.016141E7,66394.39
2300,450.0,200000.0,2.457268E7,72332.92
2301,500.0,200000.0,2.933206E7,78080.68
2302,600.0,200000.0,3.985046E7,89093.27
2303,700.0,200000.0,5.163986E7,99570.9
2304,800.0,200000.0,6.46388E7,109608.5
2305,900.0,200000.0,7.879639E7,119274.6
2306,1000.0,200000.0,9.406943E7,128620.6
2307,1200.0,200000.0,1.278179E8,146505.6
2308,1400.0,200000.0,1.656357E8,163498.7
2309,1600.0,200000.0,2.073251E8,179760.5
2310,1800.0,200000.0,2.526986E8,195409.6
2311,3.0E-8,250000.0,1.247093E-4,6235.856
2312,4.0E-8,250000.0,1.662776E-4,6235.738
2313,5.0E-8,250000.0,2.078452E-4,6235.634
2314,6.0E-8,250000.0,2.494124E-4,6235.54
2315,7.0E-8,250000.0,2.909791E-4,6235.454
2316,8.0E-8,250000.0,3.325454E-4,6235.374
2317,9.0E-8,250000.0,3.741113E-4,6235.298
2318,1.0E-7,250000.0,4.156769E-4,6235.227
2319,2.0E-7,250000.0,8.313153E-4,6234.652
2320,3.0E-7,250000.0,0.001246929,6234.21
2321,4.0E-7,250000.0,0.001662522,6233.838
2322,5.0E-7,250000.0,0.002078099,6233.512
2323,6.0E-7,250000.0,0.002493659,6233.216
2324,7.0E-7,250000.0,0.002909205,6232.944
2325,8.0E-7,250000.0,0.003324738,6232.691
2326,9.0E-7,250000.0,0.003740259,6232.453
2327,1.0E-6,250000.0,0.00415577,6232.229
2328,2.0E-6,250000.0,0.008310329,6230.419
2329,3.0E-6,250000.0,0.01246411,6229.033
2330,4.0E-6,250000.0,0.01661726,6227.866
2331,5.0E-6,250000.0,0.02076986,6226.839
2332,6.0E-6,250000.0,0.02492197,6225.912
2333,7.0E-6,250000.0,0.02907364,6225.059
2334,8.0E-6,250000.0,0.03322491,6224.266
2335,9.0E-6,250000.0,0.0373758,6223.522
2336,1.0E-5,250000.0,0.04152632,6222.82
2337,2.0E-5,250000.0,0.08301485,6217.159
2338,3.0E-5,250000.0,0.124479,6212.831
2339,4.0E-5,250000.0,0.1659235,6209.193
2340,5.0E-5,250000.0,0.207351,6205.996
2341,6.0E-5,250000.0,0.2487636,6203.111
2342,7.0E-5,250000.0,0.2901624,6200.462
2343,8.0E-5,250000.0,0.3315485,6198.0
2344,9.0E-5,250000.0,0.3729227,6195.691
2345,1.0E-4,250000.0,0.4142859,6193.511
2346,2.0E-4,250000.0,0.8274057,6176.006
2347,3.0E-4,250000.0,1.239778,6162.685
2348,4.0E-4,250000.0,1.651552,6151.525
2349,5.0E-4,250000.0,2.062815,6141.742
2350,6.0E-4,250000.0,2.473623,6132.937
2351,7.0E-4,250000.0,2.884019,6124.876
2352,8.0E-4,250000.0,3.294038,6117.396
2353,9.0E-4,250000.0,3.703703,6110.399
2354,0.001,250000.0,4.11304,6103.799
2355,0.002,250000.0,8.191346,6051.264
2356,0.003,250000.0,12.24807,6011.794
2357,0.004,250000.0,16.28786,5979.063
2358,0.005,250000.0,20.31341,5950.629
2359,0.006,250000.0,24.32652,5925.235
2360,0.007,250000.0,28.32851,5902.14
2361,0.008,250000.0,32.32041,5880.865
2362,0.009,250000.0,36.30302,5861.067
2363,0.01,250000.0,40.27702,5842.506
2364,0.02,250000.0,79.63831,5698.288
2365,0.03,250000.0,118.4845,5593.892
2366,0.04,250000.0,156.9536,5509.801
2367,0.05,250000.0,195.1236,5438.51
2368,0.06,250000.0,233.0461,5376.223
2369,0.07,250000.0,270.7595,5320.666
2370,0.08,250000.0,308.2915,5270.436
2371,0.09,250000.0,345.6655,5224.465
2372,0.1,250000.0,382.8989,5182.086
2373,0.2,250000.0,749.9816,4874.369
2374,0.3,250000.0,1111.514,4673.195
2375,0.4,250000.0,1470.311,4522.323
2376,0.5,250000.0,1828.06,4402.26
2377,0.6,250000.0,2186.216,4304.359
2378,0.7,250000.0,2546.093,4223.878
2379,0.8,250000.0,2908.866,4157.758
2380,0.9,250000.0,3275.424,4103.802
2381,1.0,250000.0,3646.513,4060.193
2382,1.2,250000.0,4404.302,3998.128
2383,1.4,250000.0,5184.768,3962.035
2384,1.6,250000.0,5988.869,3945.0
2385,1.8,250000.0,6816.692,3942.05
2386,2.0,250000.0,7667.889,3949.614
2387,2.2,250000.0,8541.944,3965.125
2388,3.0,250000.0,12256.13,4076.277
2389,4.0,250000.0,17360.55,4271.515
2390,5.0,250000.0,22953.65,4495.742
2391,9.0,250000.0,49959.91,5497.143
2392,12.0,250000.0,74777.36,6274.952
2393,15.0,250000.0,103263.3,7050.187
2394,20.0,250000.0,158371.9,8315.695
2395,30.0,250000.0,294876.2,10727.44
2396,50.0,250000.0,661254.5,15148.4
2397,70.0,250000.0,1138078.0,19182.8
2398,100.0,250000.0,2037706.0,24742.37
2399,150.0,250000.0,3976143.0,33132.18
2400,200.0,250000.0,6408113.0,40785.09
2401,250.0,250000.0,9290553.0,47918.81
2402,300.0,250000.0,1.259268E7,54657.45
2403,350.0,250000.0,1.629089E7,61080.46
2404,400.0,250000.0,2.036626E7,67242.58
2405,450.0,250000.0,2.480308E7,73183.66
2406,500.0,250000.0,2.958803E7,78933.83
2407,600.0,250000.0,4.015769E7,89950.91
2408,700.0,250000.0,5.199849E7,100432.6
2409,800.0,250000.0,6.504892E7,110473.9
2410,900.0,250000.0,7.925814E7,120143.4
2411,1000.0,250000.0,9.458289E7,129492.7
2412,1200.0,250000.0,1.28435E8,147383.3
2413,1400.0,250000.0,1.66357E8,164381.5
2414,1600.0,250000.0,2.081506E8,180647.9
2415,1800.0,250000.0,2.536287E8,196300.9
2416,3.0E-8,300000.0,1.496534E-4,7483.092
2417,4.0E-8,300000.0,1.995364E-4,7482.984
2418,5.0E-8,300000.0,2.49419E-4,7482.889
2419,6.0E-8,300000.0,2.993011E-4,7482.803
2420,7.0E-8,300000.0,3.491827E-4,7482.725
2421,8.0E-8,300000.0,3.99064E-4,7482.651
2422,9.0E-8,300000.0,4.489449E-4,7482.582
2423,1.0E-7,300000.0,4.988255E-4,7482.517
2424,2.0E-7,300000.0,9.976159E-4,7481.991
2425,3.0E-7,300000.0,0.001496383,7481.588
2426,4.0E-7,300000.0,0.001995133,7481.249
2427,5.0E-7,300000.0,0.002493866,7480.949
2428,6.0E-7,300000.0,0.002992585,7480.679
2429,7.0E-7,300000.0,0.003491291,7480.431
2430,8.0E-7,300000.0,0.003989986,7480.2
2431,9.0E-7,300000.0,0.004488669,7479.982
2432,1.0E-6,300000.0,0.004987343,7479.777
2433,2.0E-6,300000.0,0.009973578,7478.123
2434,3.0E-6,300000.0,0.0149591,7476.854
2435,4.0E-6,300000.0,0.01994405,7475.786
2436,5.0E-6,300000.0,0.02492849,7474.847
2437,6.0E-6,300000.0,0.02991248,7473.998
2438,7.0E-6,300000.0,0.03489608,7473.218
2439,8.0E-6,300000.0,0.0398793,7472.493
2440,9.0E-6,300000.0,0.04486217,7471.811
2441,1.0E-5,300000.0,0.04984472,7471.168
2442,2.0E-5,300000.0,0.09965481,7465.982
2443,3.0E-5,300000.0,0.1494426,7462.016
2444,4.0E-5,300000.0,0.1992123,7458.681
2445,5.0E-5,300000.0,0.2489665,7455.747
2446,6.0E-5,300000.0,0.2987068,7453.1
2447,7.0E-5,300000.0,0.3484346,7450.669
2448,8.0E-5,300000.0,0.3981507,7448.409
2449,9.0E-5,300000.0,0.4478559,7446.289
2450,1.0E-4,300000.0,0.4975509,7444.287
2451,2.0E-4,300000.0,0.99403,7428.197
2452,3.0E-4,300000.0,1.489821,7415.939
2453,4.0E-4,300000.0,1.98506,7405.657
2454,5.0E-4,300000.0,2.479825,7396.639
2455,6.0E-4,300000.0,2.974171,7388.516
2456,7.0E-4,300000.0,3.468135,7381.074
2457,8.0E-4,300000.0,3.961749,7374.166
2458,9.0E-4,300000.0,4.455036,7367.7
2459,0.001,300000.0,4.948018,7361.598
2460,0.002,300000.0,9.863829,7312.926
2461,0.003,300000.0,14.75949,7276.242
2462,0.004,300000.0,19.63928,7245.749
2463,0.005,300000.0,24.50566,7219.208
2464,0.006,300000.0,29.36031,7195.462
2465,0.007,300000.0,34.20446,7173.834
2466,0.008,300000.0,39.03902,7153.883
2467,0.009,300000.0,43.86476,7135.294
2468,0.01,300000.0,48.6823,7117.845
2469,0.02,300000.0,96.495,6981.625
2470,0.03,300000.0,143.8099,6882.321
2471,0.04,300000.0,190.7559,6801.903
2472,0.05,300000.0,237.4066,6733.43
2473,0.06,300000.0,283.8106,6673.375
2474,0.07,300000.0,330.0034,6619.61
2475,0.08,300000.0,376.0116,6570.837
2476,0.09,300000.0,421.858,6526.076
2477,0.1,300000.0,467.5593,6484.7
2478,0.2,300000.0,919.0379,6181.372
2479,0.3,300000.0,1364.589,5981.316
2480,0.4,300000.0,1807.129,5830.816
2481,0.5,300000.0,2248.127,5710.064
2482,0.6,300000.0,2688.636,5609.819
2483,0.7,300000.0,3129.591,5525.088
2484,0.8,300000.0,3571.869,5452.877
2485,0.9,300000.0,4016.25,5391.27
2486,1.0,300000.0,4463.461,5338.836
2487,1.2,300000.0,5368.766,5257.076
2488,1.4,300000.0,6291.518,5200.515
2489,1.6,300000.0,7234.058,5163.776
2490,1.8,300000.0,8197.684,5142.659
2491,2.0,300000.0,9182.981,5133.881
2492,2.2,300000.0,10190.09,5134.884
2493,3.0,300000.0,14432.41,5203.032
2494,4.0,300000.0,20191.96,5364.782
2495,5.0,300000.0,26428.38,5564.864
2496,9.0,300000.0,55871.34,6501.695
2497,12.0,300000.0,82394.39,7245.443
2498,15.0,300000.0,112517.7,7994.221
2499,20.0,300000.0,170289.5,9229.47
2500,30.0,300000.0,312004.1,11607.43
2501,50.0,300000.0,688618.9,15999.77
2502,70.0,300000.0,1175578.0,20022.38
2503,100.0,300000.0,2090328.0,25574.23
2504,150.0,300000.0,4053884.0,33960.11
2505,200.0,300000.0,6510950.0,41612.78
2506,250.0,300000.0,9418493.0,48747.57
2507,300.0,300000.0,1.274574E7,55487.8
2508,350.0,300000.0,1.646911E7,61912.6
2509,400.0,300000.0,2.056966E7,68076.59
2510,450.0,300000.0,2.503169E7,74019.54
2511,500.0,300000.0,2.984189E7,79771.55
2512,600.0,300000.0,4.046211E7,90792.17
2513,700.0,300000.0,5.235359E7,101277.2
2514,800.0,300000.0,6.545481E7,111321.6
2515,900.0,300000.0,7.97149E7,120993.9
2516,1000.0,300000.0,9.509063E7,130345.9
2517,1200.0,300000.0,1.290449E8,148241.5
2518,1400.0,300000.0,1.670693E8,165244.1
2519,1600.0,300000.0,2.089657E8,181514.4
2520,1800.0,300000.0,2.545467E8,197171.2
2521,3.0E-8,350000.0,1.745973E-4,8730.31
2522,4.0E-8,350000.0,2.327951E-4,8730.21
2523,5.0E-8,350000.0,2.909925E-4,8730.13
2524,6.0E-8,350000.0,3.491893E-4,8730.05
2525,7.0E-8,350000.0,4.073858E-4,8729.97
2526,8.0E-8,350000.0,4.655819E-4,8729.91
2527,9.0E-8,350000.0,5.237778E-4,8729.84
2528,1.0E-7,350000.0,5.819733E-4,8729.78
2529,2.0E-7,350000.0,0.001163914,8729.29
2530,3.0E-7,350000.0,0.001745834,8728.92
2531,4.0E-7,350000.0,0.002327736,8728.61
2532,5.0E-7,350000.0,0.002909624,8728.33
2533,6.0E-7,350000.0,0.0034915,8728.08
2534,7.0E-7,350000.0,0.004073362,8727.85
2535,8.0E-7,350000.0,0.004655213,8727.63
2536,9.0E-7,350000.0,0.005237055,8727.43
2537,1.0E-6,350000.0,0.005818888,8727.24
2538,2.0E-6,350000.0,0.01163675,8725.71
2539,3.0E-6,350000.0,0.01745395,8724.53
2540,4.0E-6,350000.0,0.02327061,8723.54
2541,5.0E-6,350000.0,0.02908681,8722.67
2542,6.0E-6,350000.0,0.0349026,8721.88
2543,7.0E-6,350000.0,0.04071801,8721.16
2544,8.0E-6,350000.0,0.04653308,8720.49
2545,9.0E-6,350000.0,0.05234782,8719.85
2546,1.0E-5,350000.0,0.05816226,8719.26
2547,2.0E-5,350000.0,0.1162924,8714.44
2548,3.0E-5,350000.0,0.1744018,8710.76
2549,4.0E-5,350000.0,0.2324944,8707.66
2550,5.0E-5,350000.0,0.2905725,8704.94
2551,6.0E-5,350000.0,0.3486378,8702.48
2552,7.0E-5,350000.0,0.4066915,8700.22
2553,8.0E-5,350000.0,0.4647342,8698.12
2554,9.0E-5,350000.0,0.5227668,8696.15
2555,1.0E-4,350000.0,0.58079,8694.29
2556,2.0E-4,350000.0,1.160583,8679.32
2557,3.0E-4,350000.0,1.739734,8667.9
2558,4.0E-4,350000.0,2.31837,8658.32
2559,5.0E-4,350000.0,2.896565,8649.91
2560,6.0E-4,350000.0,3.474366,8642.33
2561,7.0E-4,350000.0,4.051812,8635.39
2562,8.0E-4,350000.0,4.62893,8628.94
2563,9.0E-4,350000.0,5.205742,8622.9
2564,0.001,350000.0,5.782268,8617.19
2565,0.002,350000.0,11.53438,8571.65
2566,0.003,350000.0,17.26752,8537.24
2567,0.004,350000.0,22.9857,8508.58
2568,0.005,350000.0,28.69118,8483.61
2569,0.006,350000.0,34.38553,8461.23
2570,0.007,350000.0,40.06991,8440.83
2571,0.008,350000.0,45.74516,8421.99
2572,0.009,350000.0,51.41199,8404.42
2573,0.01,350000.0,57.07099,8387.91
2574,0.02,350000.0,113.3132,8258.56
2575,0.03,350000.0,169.0744,8163.75
2576,0.04,350000.0,224.4764,8086.658
2577,0.05,350000.0,279.5884,8020.791
2578,0.06,350000.0,334.4565,7962.852
2579,0.07,350000.0,389.1147,7910.851
2580,0.08,350000.0,443.588,7863.559
2581,0.09,350000.0,497.8974,7820.047
2582,0.1,350000.0,552.0593,7779.735
2583,0.2,350000.0,1087.952,7481.7
2584,0.3,350000.0,1617.557,7283.072
2585,0.4,350000.0,2143.896,7133.069
2586,0.5,350000.0,2668.466,7012.415
2587,0.6,350000.0,3192.193,6911.711
2588,0.7,350000.0,3715.804,6825.71
2589,0.8,350000.0,4239.941,6751.213
2590,0.9,350000.0,4765.2,6686.269
2591,1.0,350000.0,5292.157,6629.485
2592,1.2,350000.0,6353.268,6536.475
2593,1.4,350000.0,7426.972,6466.349
2594,1.6,350000.0,8516.113,6414.936
2595,1.8,350000.0,9622.735,6378.958
2596,2.0,350000.0,10748.19,6355.745
2597,2.2,350000.0,11893.3,6343.095
2598,3.0,350000.0,16675.62,6366.492
2599,4.0,350000.0,23099.8,6490.895
2600,5.0,350000.0,29994.22,6665.435
2601,9.0,350000.0,61935.4,7533.985
2602,12.0,350000.0,90254.78,8247.615
2603,15.0,350000.0,122074.0,8968.96
2604,20.0,350000.0,182558.8,10169.21
2605,30.0,350000.0,329532.1,12505.78
2606,50.0,350000.0,716401.0,16860.64
2607,70.0,350000.0,1213479.0,20866.69
2608,100.0,350000.0,2143295.0,26406.66
2609,150.0,350000.0,4131833.0,34784.76
2610,200.0,350000.0,6613821.0,42434.93
2611,250.0,350000.0,9546273.0,49569.23
2612,300.0,350000.0,1.289844E7,56309.88
2613,350.0,350000.0,1.664674E7,62735.57
2614,400.0,350000.0,2.077223E7,68900.68
2615,450.0,350000.0,2.525924E7,74844.88
2616,500.0,350000.0,3.009442E7,80598.2
2617,600.0,350000.0,4.07647E7,91621.48
2618,700.0,350000.0,5.270632E7,102109.1
2619,800.0,350000.0,6.585777E7,112156.0
2620,900.0,350000.0,8.016816E7,121830.8
2621,1000.0,350000.0,9.559428E7,131185.1
2622,1200.0,350000.0,1.296496E8,149085.0
2623,1400.0,350000.0,1.677752E8,166091.4
2624,1600.0,350000.0,2.097731E8,182365.3
2625,1800.0,350000.0,2.554557E8,198025.2
2626,3.0E-8,400000.0,1.995411E-4,9977.52
2627,4.0E-8,400000.0,2.660536E-4,9977.43
2628,5.0E-8,400000.0,3.325657E-4,9977.35
2629,6.0E-8,400000.0,3.990773E-4,9977.27
2630,7.0E-8,400000.0,4.655885E-4,9977.21
2631,8.0E-8,400000.0,5.320995E-4,9977.14
2632,9.0E-8,400000.0,5.986101E-4,9977.08
2633,1.0E-7,400000.0,6.651205E-4,9977.03
2634,2.0E-7,400000.0,0.001330211,9976.57
2635,3.0E-7,400000.0,0.001995281,9976.22
2636,4.0E-7,400000.0,0.002660335,9975.93
2637,5.0E-7,400000.0,0.003325376,9975.67
2638,6.0E-7,400000.0,0.003990404,9975.43
2639,7.0E-7,400000.0,0.004655421,9975.22
2640,8.0E-7,400000.0,0.005320428,9975.02
2641,9.0E-7,400000.0,0.005985425,9974.83
2642,1.0E-6,400000.0,0.006650415,9974.65
2643,2.0E-6,400000.0,0.01329986,9973.21
2644,3.0E-6,400000.0,0.0199487,9972.11
2645,4.0E-6,400000.0,0.02659704,9971.19
2646,5.0E-6,400000.0,0.03324493,9970.37
2647,6.0E-6,400000.0,0.03989243,9969.63
2648,7.0E-6,400000.0,0.04653959,9968.95
2649,8.0E-6,400000.0,0.05318643,9968.32
2650,9.0E-6,400000.0,0.05983297,9967.73
2651,1.0E-5,400000.0,0.06647922,9967.17
2652,2.0E-5,400000.0,0.1329283,9962.66
2653,3.0E-5,400000.0,0.1993579,9959.21
2654,4.0E-5,400000.0,0.2657718,9956.3
2655,5.0E-5,400000.0,0.3321722,9953.75
2656,6.0E-5,400000.0,0.3985605,9951.44
2657,7.0E-5,400000.0,0.4649378,9949.32
2658,8.0E-5,400000.0,0.531305,9947.35
2659,9.0E-5,400000.0,0.5976626,9945.5
2660,1.0E-4,400000.0,0.6640113,9943.75
2661,2.0E-4,400000.0,1.327087,9929.7
2662,3.0E-4,400000.0,1.989559,9918.97
2663,4.0E-4,400000.0,2.651546,9909.96
2664,5.0E-4,400000.0,3.313117,9902.06
2665,6.0E-4,400000.0,3.974319,9894.93
2666,7.0E-4,400000.0,4.635185,9888.39
2667,8.0E-4,400000.0,5.295741,9882.32
2668,9.0E-4,400000.0,5.956009,9876.63
2669,0.001,400000.0,6.616008,9871.26
2670,0.002,400000.0,13.20356,9828.3
2671,0.003,400000.0,19.77317,9795.8
2672,0.004,400000.0,26.32855,9768.69
2673,0.005,400000.0,32.87187,9745.03
2674,0.006,400000.0,39.40459,9723.82
2675,0.007,400000.0,45.92778,9704.46
2676,0.008,400000.0,52.44226,9686.57
2677,0.009,400000.0,58.94868,9669.87
2678,0.01,400000.0,65.4476,9654.17
2679,0.02,400000.0,130.1024,9530.79
2680,0.03,400000.0,194.2924,9439.96
2681,0.04,400000.0,258.1328,9365.86
2682,0.05,400000.0,321.6893,9302.39
2683,0.06,400000.0,385.006,9246.42
2684,0.07,400000.0,448.115,9196.08
2685,0.08,400000.0,511.0403,9150.21
2686,0.09,400000.0,573.802,9107.93
2687,0.1,400000.0,636.4156,9068.69
2688,0.2,400000.0,1256.705,8776.48
2689,0.3,400000.0,1870.41,8579.73
2690,0.4,400000.0,2480.591,8430.37
2691,0.5,400000.0,3088.802,8309.935
2692,0.6,400000.0,3695.974,8209.195
2693,0.7,400000.0,4302.765,8122.848
2694,0.8,400000.0,4909.699,8047.557
2695,0.9,400000.0,5517.242,7981.275
2696,1.0,400000.0,6125.833,7922.537
2697,1.2,400000.0,7347.823,7823.725
2698,1.4,400000.0,8578.792,7745.56
2699,1.6,400000.0,9821.444,7684.443
2700,1.8,400000.0,11078.01,7637.718
2701,2.0,400000.0,12350.22,7603.255
2702,2.2,400000.0,13639.36,7579.278
2703,3.0,400000.0,18979.11,7561.134
2704,4.0,400000.0,26079.49,7646.478
2705,5.0,400000.0,33641.39,7793.426
2706,9.0,400000.0,68161.91,8595.55
2707,12.0,400000.0,98304.2,9274.8
2708,15.0,400000.0,131898.3,9971.26
2709,20.0,400000.0,195179.4,11135.3
2710,30.0,400000.0,347479.1,13424.08
2711,50.0,400000.0,744650.6,17733.34
2712,70.0,400000.0,1251851.0,21718.2
2713,100.0,400000.0,2196709.0,27242.22
2714,150.0,400000.0,4210141.0,35608.79
2715,200.0,400000.0,6716929.0,43254.24
2716,250.0,400000.0,9674144.0,50386.54
2717,300.0,400000.0,1.305106E7,57126.51
2718,350.0,400000.0,1.682413E7,63552.21
2719,400.0,400000.0,2.097439E7,69717.74
2720,450.0,400000.0,2.548617E7,75662.6
2721,500.0,400000.0,3.034616E7,81416.74
2722,600.0,400000.0,4.106608E7,92441.87
2723,700.0,400000.0,5.305742E7,102931.5
2724,800.0,400000.0,6.625866E7,112980.4
2725,900.0,400000.0,8.061892E7,122657.2
2726,1000.0,400000.0,9.609495E7,132013.4
2727,1200.0,400000.0,1.302503E8,149916.9
2728,1400.0,400000.0,1.684761E8,166926.7
2729,1600.0,400000.0,2.105746E8,183203.7
2730,1800.0,400000.0,2.56358E8,198866.5
2731,3.0E-8,450000.0,2.244848E-4,11224.73
2732,4.0E-8,450000.0,2.993121E-4,11224.64
2733,5.0E-8,450000.0,3.741388E-4,11224.57
2734,6.0E-8,450000.0,4.48965E-4,11224.5
2735,7.0E-8,450000.0,5.23791E-4,11224.42
2736,8.0E-8,450000.0,5.986167E-4,11224.37
2737,9.0E-8,450000.0,6.734422E-4,11224.32
2738,1.0E-7,450000.0,7.482672E-4,11224.27
2739,2.0E-7,450000.0,0.001496506,11223.83
2740,3.0E-7,450000.0,0.002244726,11223.51
2741,4.0E-7,450000.0,0.002992931,11223.22
2742,5.0E-7,450000.0,0.003741123,11222.98
2743,6.0E-7,450000.0,0.004489303,11222.76
2744,7.0E-7,450000.0,0.005237473,11222.55
2745,8.0E-7,450000.0,0.005985633,11222.36
2746,9.0E-7,450000.0,0.006733784,11222.18
2747,1.0E-6,450000.0,0.007481927,11222.01
2748,2.0E-6,450000.0,0.01496295,11220.66
2749,3.0E-6,450000.0,0.02244338,11219.63
2750,4.0E-6,450000.0,0.02992334,11218.75
2751,5.0E-6,450000.0,0.03740289,11217.98
2752,6.0E-6,450000.0,0.04488208,11217.28
2753,7.0E-6,450000.0,0.05236093,11216.64
2754,8.0E-6,450000.0,0.05983948,11216.05
2755,9.0E-6,450000.0,0.06731774,11215.49
2756,1.0E-5,450000.0,0.07479574,11214.96
2757,2.0E-5,450000.0,0.1495631,11210.7
2758,3.0E-5,450000.0,0.224312,11207.44
2759,4.0E-5,450000.0,0.2990461,11204.7
2760,5.0E-5,450000.0,0.3737673,11202.28
2761,6.0E-5,450000.0,0.4484772,11200.1
2762,7.0E-5,450000.0,0.5231767,11198.1
2763,8.0E-5,450000.0,0.5978665,11196.23
2764,9.0E-5,450000.0,0.6725474,11194.49
2765,1.0E-4,450000.0,0.7472198,11192.84
2766,2.0E-4,450000.0,1.493554,11179.55
2767,3.0E-4,450000.0,2.239318,11169.4
2768,4.0E-4,450000.0,2.984623,11160.88
2769,5.0E-4,450000.0,3.729534,11153.39
2770,6.0E-4,450000.0,4.474094,11146.63
2771,7.0E-4,450000.0,5.218336,11140.44
2772,8.0E-4,450000.0,5.962284,11134.68
2773,9.0E-4,450000.0,6.705959,11129.29
2774,0.001,450000.0,7.449377,11124.2
2775,0.002,450000.0,14.87175,11083.44
2776,0.003,450000.0,22.27705,11052.56
2777,0.004,450000.0,29.66877,11026.78
2778,0.005,450000.0,37.04897,11004.25
2779,0.006,450000.0,44.41903,10984.04
2780,0.007,450000.0,51.77998,10965.58
2781,0.008,450000.0,59.13256,10948.51
2782,0.009,450000.0,66.47743,10932.57
2783,0.01,450000.0,73.81508,10917.57
2784,0.02,450000.0,146.8694,10799.43
2785,0.03,450000.0,219.474,10712.15
2786,0.04,450000.0,291.7384,10640.76
2787,0.05,450000.0,363.7255,10579.47
2788,0.06,450000.0,435.477,10525.32
2789,0.07,450000.0,507.0239,10476.53
2790,0.08,450000.0,578.3892,10432.01
2791,0.09,450000.0,649.5924,10390.91
2792,0.1,450000.0,720.648,10352.72
2793,0.2,450000.0,1425.292,10066.53
2794,0.3,450000.0,2123.128,9872.07
2795,0.4,450000.0,2817.197,9723.59
2796,0.5,450000.0,3509.097,9603.48
2797,0.6,450000.0,4199.792,9502.81
2798,0.7,450000.0,4889.933,9416.36
2799,0.8,450000.0,5580.01,9340.78
2800,0.9,450000.0,6270.421,9273.95
2801,1.0,450000.0,6961.52,9214.35
2802,1.2,450000.0,8347.108,9112.67
2803,1.4,450000.0,9739.278,9030.04
2804,1.6,450000.0,11140.34,8962.96
2805,1.8,450000.0,12552.36,8909.07
2806,2.0,450000.0,13977.1,8866.56
2807,2.2,450000.0,15416.02,8833.98
2808,3.0,450000.0,21333.06,8780.52
2809,4.0,450000.0,29125.25,8827.96
2810,5.0,450000.0,37364.46,8946.12
2811,9.0,450000.0,74519.68,9680.99
2812,12.0,450000.0,106521.7,10324.39
2813,15.0,450000.0,141940.0,10996.18
2814,20.0,450000.0,208119.4,12125.62
2815,30.0,450000.0,365844.8,14362.71
2816,50.0,450000.0,773400.4,18619.42
2817,70.0,450000.0,1290743.0,22578.64
2818,100.0,450000.0,2250641.0,28082.74
2819,150.0,450000.0,4288917.0,36434.08
2820,200.0,450000.0,6820425.0,44072.65
2821,250.0,450000.0,9802305.0,51201.47
2822,300.0,450000.0,1.320386E7,57939.68
2823,350.0,450000.0,1.700155E7,64364.55
2824,400.0,450000.0,2.117644E7,70529.83
2825,450.0,450000.0,2.571287E7,76474.8
2826,500.0,450000.0,3.059749E7,82229.27
2827,600.0,450000.0,4.136674E7,93255.49
2828,700.0,450000.0,5.340745E7,103746.5
2829,800.0,450000.0,6.665813E7,113797.0
2830,900.0,450000.0,8.106789E7,123475.2
2831,1000.0,450000.0,9.659347E7,132833.0
2832,1200.0,450000.0,1.308481E8,150739.6
2833,1400.0,450000.0,1.691735E8,167752.3
2834,1600.0,450000.0,2.113715E8,184032.0
2835,1800.0,450000.0,2.572548E8,199697.4
2836,3.0E-8,500000.0,2.494285E-4,12471.93
2837,4.0E-8,500000.0,3.325703E-4,12471.85
2838,5.0E-8,500000.0,4.157117E-4,12471.77
2839,6.0E-8,500000.0,4.988526E-4,12471.7
2840,7.0E-8,500000.0,5.819934E-4,12471.65
2841,8.0E-8,500000.0,6.651338E-4,12471.59
2842,9.0E-8,500000.0,7.482739E-4,12471.54
2843,1.0E-7,500000.0,8.314137E-4,12471.48
2844,2.0E-7,500000.0,0.0016628,12471.08
2845,3.0E-7,500000.0,0.002494169,12470.76
2846,4.0E-7,500000.0,0.003325524,12470.5
2847,5.0E-7,500000.0,0.004156866,12470.27
2848,6.0E-7,500000.0,0.004988197,12470.06
2849,7.0E-7,500000.0,0.005819518,12469.86
2850,8.0E-7,500000.0,0.006650829,12469.68
2851,9.0E-7,500000.0,0.007482133,12469.52
2852,1.0E-6,500000.0,0.008313429,12469.36
2853,2.0E-6,500000.0,0.01662599,12468.06
2854,3.0E-6,500000.0,0.02493801,12467.08
2855,4.0E-6,500000.0,0.03324958,12466.25
2856,5.0E-6,500000.0,0.04156074,12465.52
2857,6.0E-6,500000.0,0.04987157,12464.86
2858,7.0E-6,500000.0,0.05818208,12464.25
2859,8.0E-6,500000.0,0.06649231,12463.69
2860,9.0E-6,500000.0,0.07480226,12463.16
2861,1.0E-5,500000.0,0.08311196,12462.65
2862,2.0E-5,500000.0,0.1661969,12458.61
2863,3.0E-5,500000.0,0.2492644,12455.51
2864,4.0E-5,500000.0,0.3323177,12452.9
2865,5.0E-5,500000.0,0.4153589,12450.61
2866,6.0E-5,500000.0,0.4983893,12448.54
2867,7.0E-5,500000.0,0.5814098,12446.64
2868,8.0E-5,500000.0,0.6644211,12444.86
2869,9.0E-5,500000.0,0.7474239,12443.2
2870,1.0E-4,500000.0,0.8304186,12441.63
