recno,rho,T,P,u
1157,4.0E-8,8000.0,2.662604E-6,-1275.638
1158,5.0E-8,8000.0,3.325269E-6,-1275.729
1159,6.0E-8,8000.0,3.987672E-6,-1275.796
1160,7.0E-8,8000.0,4.64988E-6,-1275.848
1161,8.0E-8,8000.0,5.311929E-6,-1275.891
1162,9.0E-8,8000.0,5.973846E-6,-1275.927
1163,1.0E-7,8000.0,6.635655E-6,-1275.957
1164,2.0E-7,8000.0,1.324995E-5,-1276.126
1165,3.0E-7,8000.0,1.986041E-5,-1276.208
1166,4.0E-7,8000.0,2.646871E-5,-1276.262
1167,5.0E-7,8000.0,3.30755E-5,-1276.302
1168,6.0E-7,8000.0,3.96811E-5,-1276.335
1169,7.0E-7,8000.0,4.628572E-5,-1276.364
1170,8.0E-7,8000.0,5.288947E-5,-1276.389
1171,9.0E-7,8000.0,5.949246E-5,-1276.412
1172,1.0E-6,8000.0,6.609475E-5,-1276.433
1173,2.0E-6,8000.0,1.32086E-4,-1276.606
1174,3.0E-6,8000.0,1.980294E-4,-1276.748
1175,4.0E-6,8000.0,2.639304E-4,-1276.884
1176,5.0E-6,8000.0,3.297913E-4,-1277.014
1177,6.0E-6,8000.0,3.956132E-4,-1277.141
1178,7.0E-6,8000.0,4.613968E-4,-1277.266
1179,8.0E-6,8000.0,5.271426E-4,-1277.39
1180,9.0E-6,8000.0,5.928511E-4,-1277.513
1181,1.0E-5,8000.0,6.585226E-4,-1277.636
1182,2.0E-5,8000.0,0.001313251,-1278.833
1183,3.0E-5,8000.0,0.001964475,-1279.997
1184,4.0E-5,8000.0,0.002612323,-1281.132
1185,5.0E-5,8000.0,0.003256906,-1282.243
1186,6.0E-5,8000.0,0.003898327,-1283.332
1187,7.0E-5,8000.0,0.004536681,-1284.398
1188,8.0E-5,8000.0,0.005172059,-1285.443
1189,9.0E-5,8000.0,0.00580455,-1286.467
1190,1.0E-4,8000.0,0.006434235,-1287.472
1191,2.0E-4,8000.0,0.01259238,-1296.575
1192,3.0E-4,8000.0,0.01853791,-1304.301
1193,4.0E-4,8000.0,0.02431309,-1310.989
1194,5.0E-4,8000.0,0.02994836,-1316.871
1195,6.0E-4,8000.0,0.03546511,-1322.102
1196,7.0E-4,8000.0,0.04088134,-1326.809
1197,8.0E-4,8000.0,0.04621016,-1331.077
1198,9.0E-4,8000.0,0.05146117,-1334.968
1199,0.001,8000.0,0.05664392,-1338.541
1200,0.002,8000.0,0.1059003,-1363.522
1201,0.003,8000.0,0.1523779,-1378.421
1202,0.004,8000.0,0.1973567,-1388.698
1203,0.005,8000.0,0.2414321,-1396.419
1204,0.006,8000.0,0.2849018,-1402.457
1205,0.007,8000.0,0.3279854,-1407.389
1206,0.008,8000.0,0.3708131,-1411.519
1207,0.009,8000.0,0.4134709,-1415.019
1208,0.01,8000.0,0.456043,-1418.052
1209,0.02,8000.0,0.8851648,-1435.471
1210,0.03,8000.0,1.33246,-1443.462
1211,0.04,8000.0,1.80573,-1448.076
1212,0.05,8000.0,2.30903,-1451.007
1213,0.06,8000.0,2.84519,-1452.939
1214,0.07,8000.0,3.41654,-1454.218
1215,0.08,8000.0,4.02507,-1455.034
1216,0.09,8000.0,4.67268,-1455.503
1217,0.1,8000.0,5.36091,-1455.701
1218,0.2,8000.0,14.2066,-1450.201
1219,0.3,8000.0,27.0183,-1435.416
1220,0.4,8000.0,44.8318,-1416.923
1221,0.5,8000.0,69.2376,-1400.3
1222,0.6,8000.0,101.785,-1388.222
1223,0.7,8000.0,141.8932,-1374.073
1224,0.8,8000.0,189.265,-1357.47
1225,0.9,8000.0,243.8067,-1339.422
1226,1.0,8000.0,305.5862,-1319.768
1227,1.2,8000.0,450.3188,-1276.784
1228,1.4,8000.0,623.7132,-1229.618
1229,1.6,8000.0,823.4514,-1179.972
1230,1.8,8000.0,1052.201,-1127.035
1231,2.0,8000.0,1306.276,-1071.729
1232,2.2,8000.0,1585.63,-1017.631
1233,3.0,8000.0,2953.38,-787.6253
1234,4.0,8000.0,5195.47,-491.624
1235,5.0,8000.0,8008.895,-188.94
1236,9.0,8000.0,24102.4,948.6
1237,12.0,8000.0,40980.7,1793.32
1238,15.0,8000.0,61600.3,2609.59
1239,20.0,8000.0,103651.0,3911.38
1240,30.0,8000.0,214189.0,6351.96
1241,50.0,8000.0,528861.0,10783.7
1242,70.0,8000.0,953871.0,14811.2
1243,100.0,8000.0,1775147.0,20394.6
1244,150.0,8000.0,3583281.0,28732.75
1245,200.0,8000.0,5884392.0,36342.32
1246,250.0,8000.0,8635477.0,43439.09
1247,300.0,8000.0,1.180581E7,50145.59
1248,350.0,8000.0,1.537186E7,56540.14
1249,400.0,8000.0,1.931472E7,62676.77
1250,450.0,8000.0,2.361872E7,68594.72
1251,500.0,8000.0,2.827059E7,74323.75
1252,600.0,8000.0,3.857334E7,85303.28
1253,700.0,8000.0,5.014641E7,95752.38
1254,800.0,8000.0,6.29284E7,105764.9
1255,900.0,8000.0,7.686854E7,115408.5
1256,1000.0,8000.0,9.19237E7,124734.4
1257,1200.0,8000.0,1.252352E8,142584.1
1258,1400.0,8000.0,1.626151E8,159547.1
1259,1600.0,8000.0,2.038656E8,175782.7
1260,1800.0,8000.0,2.487994E8,191408.6
1261,3.0E-8,10000.0,2.800241E-6,-1067.959
1262,4.0E-8,10000.0,3.67885E-6,-1091.992
1263,5.0E-8,10000.0,4.537175E-6,-1108.634
1264,6.0E-8,10000.0,5.403705E-6,-1120.198
1265,7.0E-8,10000.0,6.267206E-6,-1129.035
1266,8.0E-8,10000.0,7.128365E-6,-1136.441
1267,9.0E-8,10000.0,7.987466E-6,-1142.717
1268,1.0E-7,10000.0,8.844743E-6,-1148.109
1269,2.0E-7,10000.0,1.735581E-5,-1177.335
1270,3.0E-7,10000.0,2.580658E-5,-1190.69
1271,4.0E-7,10000.0,3.422399E-5,-1198.62
1272,5.0E-7,10000.0,4.262003E-5,-1204.044
1273,6.0E-7,10000.0,5.100095E-5,-1208.192
1274,7.0E-7,10000.0,5.937057E-5,-1211.426
1275,8.0E-7,10000.0,6.773201E-5,-1214.072
1276,9.0E-7,10000.0,7.608621E-5,-1216.255
1277,1.0E-6,10000.0,8.443429E-5,-1218.072
1278,2.0E-6,10000.0,1.677344E-4,-1227.941
1279,3.0E-6,10000.0,2.508281E-4,-1232.377
1280,4.0E-6,10000.0,3.337942E-4,-1235.03
1281,5.0E-6,10000.0,4.166841E-4,-1236.812
1282,6.0E-6,10000.0,4.995331E-4,-1238.181
1283,7.0E-6,10000.0,5.823369E-4,-1239.241
1284,8.0E-6,10000.0,6.650908E-4,-1240.113
1285,9.0E-6,10000.0,7.478022E-4,-1240.844
1286,1.0E-5,10000.0,8.304835E-4,-1241.451
1287,2.0E-5,10000.0,0.001656558,-1244.838
1288,3.0E-5,10000.0,0.002480487,-1246.582
1289,4.0E-5,10000.0,0.003302581,-1247.711
1290,5.0E-5,10000.0,0.004123449,-1248.543
1291,6.0E-5,10000.0,0.004943334,-1249.254
1292,7.0E-5,10000.0,0.005762099,-1249.869
1293,8.0E-5,10000.0,0.006579618,-1250.431
1294,9.0E-5,10000.0,0.007395853,-1250.958
1295,1.0E-4,10000.0,0.00821082,-1251.45
1296,2.0E-4,10000.0,0.01629673,-1255.246
1297,3.0E-4,10000.0,0.02427923,-1258.356
1298,4.0E-4,10000.0,0.03216814,-1261.143
1299,5.0E-4,10000.0,0.03997029,-1263.7
1300,6.0E-4,10000.0,0.04768933,-1266.112
1301,7.0E-4,10000.0,0.05533118,-1268.396
1302,8.0E-4,10000.0,0.06290158,-1270.564
1303,9.0E-4,10000.0,0.07040527,-1272.625
1304,0.001,10000.0,0.07784651,-1274.587
1305,0.002,10000.0,0.1494961,-1290.566
1306,0.003,10000.0,0.2176192,-1302.222
1307,0.004,10000.0,0.2834054,-1311.285
1308,0.005,10000.0,0.3474941,-1318.637
1309,0.006,10000.0,0.4103515,-1324.818
1310,0.007,10000.0,0.4722703,-1330.096
1311,0.008,10000.0,0.5334596,-1334.663
1312,0.009,10000.0,0.5941081,-1338.686
1313,0.01,10000.0,0.6543618,-1342.282
1314,0.02,10000.0,1.24827,-1364.828
1315,0.03,10000.0,1.848834,-1376.616
1316,0.04,10000.0,2.470073,-1384.04
1317,0.05,10000.0,3.119179,-1389.262
1318,0.06,10000.0,3.801078,-1393.141
1319,0.07,10000.0,4.51928,-1396.161
1320,0.08,10000.0,5.275415,-1398.49
1321,0.09,10000.0,6.070978,-1400.226
1322,0.1,10000.0,6.907977,-1401.462
1323,0.2,10000.0,16.92018,-1402.346
1324,0.3,10000.0,31.29479,-1390.749
1325,0.4,10000.0,52.11197,-1377.312
1326,0.5,10000.0,80.53567,-1368.502
1327,0.6,10000.0,115.2972,-1357.081
1328,0.7,10000.0,158.2404,-1342.752
1329,0.8,10000.0,208.6812,-1325.754
1330,0.9,10000.0,265.5053,-1307.964
1331,1.0,10000.0,330.5885,-1287.548
1332,1.2,10000.0,480.9002,-1243.805
1333,1.4,10000.0,659.1603,-1196.345
1334,1.6,10000.0,866.2,-1145.21
1335,1.8,10000.0,1098.689,-1092.599
1336,2.0,10000.0,1357.719,-1037.674
1337,2.2,10000.0,1642.97,-982.4193
1338,3.0,10000.0,3032.04,-751.2373
1339,4.0,10000.0,5299.81,-454.445
1340,5.0,10000.0,8139.984,-151.291
1341,9.0,10000.0,24333.6,988.6
1342,12.0,10000.0,41276.8,1832.34
1343,15.0,10000.0,61987.7,2651.3
1344,20.0,10000.0,104163.0,3953.6
1345,30.0,10000.0,214981.0,6396.48
1346,50.0,10000.0,530134.0,10827.9
1347,70.0,10000.0,955707.0,14857.8
1348,100.0,10000.0,1777885.0,20446.56
1349,150.0,10000.0,3587432.0,28786.41
1350,200.0,10000.0,5889967.0,36397.19
1351,250.0,10000.0,8642484.0,43494.88
1352,300.0,10000.0,1.181426E7,50202.14
1353,350.0,10000.0,1.538174E7,56597.33
1354,400.0,10000.0,1.932604E7,62734.48
1355,450.0,10000.0,2.363149E7,68652.91
1356,500.0,10000.0,2.828479E7,74382.35
1357,600.0,10000.0,3.859041E7,85362.56
1358,700.0,10000.0,5.016634E7,95812.22
1359,800.0,10000.0,6.295119E7,105825.2
1360,900.0,10000.0,7.689416E7,115469.2
1361,1000.0,10000.0,9.195215E7,124795.4
1362,1200.0,10000.0,1.252693E8,142645.6
1363,1400.0,10000.0,1.626548E8,159609.1
1364,1600.0,10000.0,2.039107E8,175845.1
1365,1800.0,10000.0,2.488499E8,191471.3
1366,3.0E-8,12000.0,4.302638E-6,-572.884
1367,4.0E-8,12000.0,5.575337E-6,-637.4992
1368,5.0E-8,12000.0,6.779733E-6,-685.6002
1369,6.0E-8,12000.0,7.982165E-6,-722.8921
1370,7.0E-8,12000.0,9.167416E-6,-752.999
1371,8.0E-8,12000.0,1.033939E-5,-778.4202
1372,9.0E-8,12000.0,1.149998E-5,-800.0094
1373,1.0E-7,12000.0,1.265089E-5,-818.4716
1374,2.0E-7,12000.0,2.385479E-5,-924.5212
1375,3.0E-7,12000.0,3.476119E-5,-974.7456
1376,4.0E-7,12000.0,4.552184E-5,-1005.422
1377,5.0E-7,12000.0,5.618308E-5,-1026.655
1378,6.0E-7,12000.0,6.676568E-5,-1043.114
1379,7.0E-7,12000.0,7.728588E-5,-1056.411
1380,8.0E-7,12000.0,8.77598E-5,-1067.279
1381,9.0E-7,12000.0,9.820204E-5,-1076.353
1382,1.0E-6,12000.0,1.086194E-4,-1084.0
1383,2.0E-6,12000.0,2.118572E-4,-1123.872
1384,3.0E-6,12000.0,3.141029E-4,-1142.059
1385,4.0E-6,12000.0,4.158196E-4,-1153.04
1386,5.0E-6,12000.0,5.172011E-4,-1160.593
1387,6.0E-6,12000.0,6.183499E-4,-1166.13
1388,7.0E-6,12000.0,7.19329E-4,-1170.564
1389,8.0E-6,12000.0,8.201537E-4,-1174.141
1390,9.0E-6,12000.0,9.208459E-4,-1177.094
1391,1.0E-5,12000.0,0.001021428,-1179.629
1392,2.0E-5,12000.0,0.002023865,-1193.324
1393,3.0E-5,12000.0,0.003022735,-1199.532
1394,4.0E-5,12000.0,0.00401919,-1203.294
1395,5.0E-5,12000.0,0.005013973,-1205.956
1396,6.0E-5,12000.0,0.006007498,-1207.931
1397,7.0E-5,12000.0,0.007000053,-1209.525
1398,8.0E-5,12000.0,0.007991701,-1210.834
1399,9.0E-5,12000.0,0.008982482,-1211.922
1400,1.0E-4,12000.0,0.009972432,-1212.871
1401,2.0E-4,12000.0,0.01982169,-1218.662
1402,3.0E-4,12000.0,0.02960139,-1221.88
1403,4.0E-4,12000.0,0.03932682,-1224.301
1404,5.0E-4,12000.0,0.04899431,-1226.336
1405,6.0E-4,12000.0,0.05860738,-1228.116
1406,7.0E-4,12000.0,0.0681706,-1229.733
1407,8.0E-4,12000.0,0.07768661,-1231.226
1408,9.0E-4,12000.0,0.08715705,-1232.618
1409,0.001,12000.0,0.09658272,-1233.94
1410,0.002,12000.0,0.1886385,-1245.213
1411,0.003,12000.0,0.2776574,-1254.302
1412,0.004,12000.0,0.3642263,-1261.275
1413,0.005,12000.0,0.4488815,-1267.331
1414,0.006,12000.0,0.5319987,-1272.669
1415,0.007,12000.0,0.6138469,-1277.422
1416,0.008,12000.0,0.6946547,-1281.699
1417,0.009,12000.0,0.7745851,-1285.574
1418,0.01,12000.0,0.8537774,-1289.106
1419,0.02,12000.0,1.623876,-1313.07
1420,0.03,12000.0,2.384408,-1326.641
1421,0.04,12000.0,3.155935,-1335.542
1422,0.05,12000.0,3.948244,-1341.83
1423,0.06,12000.0,4.7672,-1346.464
1424,0.07,12000.0,5.616893,-1349.961
1425,0.08,12000.0,6.500351,-1352.637
1426,0.09,12000.0,7.419822,-1354.693
1427,0.1,12000.0,8.378025,-1356.232
1428,0.2,12000.0,20.35645,-1357.742
1429,0.3,12000.0,37.49935,-1352.517
1430,0.4,12000.0,60.79505,-1345.79
1431,0.5,12000.0,91.18504,-1337.044
1432,0.6,12000.0,129.3007,-1325.557
1433,0.7,12000.0,174.6186,-1310.792
1434,0.8,12000.0,226.9567,-1294.658
1435,0.9,12000.0,287.1767,-1275.682
1436,1.0,12000.0,355.1926,-1255.225
1437,1.2,12000.0,512.1678,-1210.954
1438,1.4,12000.0,696.3523,-1162.717
1439,1.6,12000.0,907.427,-1111.33
1440,1.8,12000.0,1145.073,-1057.606
1441,2.0,12000.0,1408.971,-1002.362
1442,2.2,12000.0,1698.771,-946.2848
1443,3.0,12000.0,3107.25,-715.9443
1444,4.0,12000.0,5402.16,-417.534
1445,5.0,12000.0,8267.77,-113.31
1446,9.0,12000.0,24560.4,1027.78
1447,12.0,12000.0,41595.6,1874.96
1448,15.0,12000.0,62375.5,2693.19
1449,20.0,12000.0,104677.0,3995.85
1450,30.0,12000.0,215761.0,6440.8
1451,50.0,12000.0,531450.0,10874.1
1452,70.0,12000.0,957720.0,14909.7
1453,100.0,12000.0,1780543.0,20496.3
1454,150.0,12000.0,3591461.0,28837.71
1455,200.0,12000.0,5895379.0,36449.6
1456,250.0,12000.0,8649287.0,43548.18
1457,300.0,12000.0,1.182246E7,50256.15
1458,350.0,12000.0,1.539135E7,56651.94
1459,400.0,12000.0,1.933704E7,62789.61
1460,450.0,12000.0,2.36439E7,68708.49
1461,500.0,12000.0,2.82986E7,74438.33
1462,600.0,12000.0,3.860704E7,85419.22
1463,700.0,12000.0,5.018577E7,95869.45
1464,800.0,12000.0,6.297342E7,105882.8
1465,900.0,12000.0,7.691919E7,115527.3
1466,1000.0,12000.0,9.197996E7,124853.9
1467,1200.0,12000.0,1.253027E8,142704.6
1468,1400.0,12000.0,1.626935E8,159668.5
1469,1600.0,12000.0,2.03955E8,175905.0
1470,1800.0,12000.0,2.488996E8,191531.3
1471,3.0E-8,15000.0,6.982305E-6,139.097
1472,4.0E-8,15000.0,9.176958E-6,98.453
1473,5.0E-8,15000.0,1.131361E-5,62.11
1474,6.0E-8,15000.0,1.341163E-5,29.363
1475,7.0E-8,15000.0,1.547254E-5,-0.39
1476,8.0E-8,15000.0,1.750181E-5,-27.697
1477,9.0E-8,15000.0,1.95025E-5,-52.864
1478,1.0E-7,15000.0,2.147704E-5,-76.131
1479,2.0E-7,15000.0,4.01919E-5,-242.389
1480,3.0E-7,15000.0,5.772679E-5,-345.395
1481,4.0E-7,15000.0,7.459024E-5,-418.22
1482,5.0E-7,15000.0,9.097207E-5,-473.175
1483,6.0E-7,15000.0,1.070043E-4,-516.88
1484,7.0E-7,15000.0,1.22767E-4,-553.132
1485,8.0E-7,15000.0,1.383038E-4,-583.462
1486,9.0E-7,15000.0,1.536576E-4,-609.3379
1487,1.0E-6,15000.0,1.688669E-4,-632.0784
1488,2.0E-6,15000.0,3.157803E-4,-766.3704
1489,3.0E-6,15000.0,4.574633E-4,-832.3204
1490,4.0E-6,15000.0,5.963531E-4,-873.6097
1491,5.0E-6,15000.0,7.335133E-4,-902.8404
1492,6.0E-6,15000.0,8.694346E-4,-924.9482
1493,7.0E-6,15000.0,0.001004404,-942.2718
1494,8.0E-6,15000.0,0.001138653,-956.6294
1495,9.0E-6,15000.0,0.001272279,-968.6527
1496,1.0E-5,15000.0,0.001405363,-978.811
1497,2.0E-5,15000.0,0.002718003,-1035.763
1498,3.0E-5,15000.0,0.004013124,-1061.865
1499,4.0E-5,15000.0,0.005298567,-1077.865
1500,5.0E-5,15000.0,0.006577964,-1088.839
1501,6.0E-5,15000.0,0.007853587,-1097.127
1502,7.0E-5,15000.0,0.009125865,-1103.53
1503,8.0E-5,15000.0,0.01039506,-1108.712
1504,9.0E-5,15000.0,0.0116615,-1113.097
1505,1.0E-4,15000.0,0.01292563,-1116.823
1506,2.0E-4,15000.0,0.0255047,-1137.469
1507,3.0E-4,15000.0,0.03799617,-1147.217
1508,4.0E-4,15000.0,0.05042763,-1153.368
1509,5.0E-4,15000.0,0.06281313,-1157.75
1510,6.0E-4,15000.0,0.07515918,-1161.178
1511,7.0E-4,15000.0,0.08746708,-1163.96
1512,8.0E-4,15000.0,0.09973565,-1166.295
1513,9.0E-4,15000.0,0.1119639,-1168.356
1514,0.001,15000.0,0.1241538,-1170.196
1515,0.002,15000.0,0.2445023,-1181.534
1516,0.003,15000.0,0.3629758,-1188.037
1517,0.004,15000.0,0.4795201,-1193.469
1518,0.005,15000.0,0.5942284,-1198.502
1519,0.006,15000.0,0.7074682,-1203.105
1520,0.007,15000.0,0.8194762,-1207.31
1521,0.008,15000.0,0.9304183,-1211.178
1522,0.009,15000.0,1.040455,-1214.772
1523,0.01,15000.0,1.149711,-1218.131
1524,0.02,15000.0,2.215518,-1242.41
1525,0.03,15000.0,3.264994,-1257.46
1526,0.04,15000.0,4.321885,-1268.207
1527,0.05,15000.0,5.399541,-1276.34
1528,0.06,15000.0,6.507853,-1282.689
1529,0.07,15000.0,7.653331,-1287.871
1530,0.08,15000.0,8.83686,-1292.171
1531,0.09,15000.0,10.05877,-1295.823
1532,0.1,15000.0,11.32092,-1299.005
1533,0.2,15000.0,26.219,-1313.84
1534,0.3,15000.0,46.39568,-1308.197
1535,0.4,15000.0,73.51059,-1296.537
1536,0.5,15000.0,108.3518,-1288.546
1537,0.6,15000.0,149.6338,-1277.418
1538,0.7,15000.0,199.2597,-1262.516
1539,0.8,15000.0,255.5463,-1246.183
1540,0.9,15000.0,319.8502,-1226.746
1541,1.0,15000.0,391.7353,-1205.9
1542,1.2,15000.0,556.1466,-1161.091
1543,1.4,15000.0,747.6273,-1112.512
1544,1.6,15000.0,965.9589,-1060.895
1545,1.8,15000.0,1210.923,-1006.971
1546,2.0,15000.0,1482.301,-951.471
1547,2.2,15000.0,1779.808,-895.0237
1548,3.0,15000.0,3219.39,-662.9843
1549,4.0,15000.0,5550.1,-364.057
1550,5.0,15000.0,8454.963,-58.39
1551,9.0,15000.0,24895.1,1085.56
1552,12.0,15000.0,42037.8,1933.22
1553,15.0,15000.0,62922.3,2751.7
1554,20.0,15000.0,105420.0,4056.7
1555,30.0,15000.0,216876.0,6503.32
1556,50.0,15000.0,533357.0,10940.2
1557,70.0,15000.0,960411.0,14977.6
1558,100.0,15000.0,1784419.0,20567.79
1559,150.0,15000.0,3597331.0,28911.36
1560,200.0,15000.0,5903265.0,36524.82
1561,250.0,15000.0,8659201.0,43624.63
1562,300.0,15000.0,1.183441E7,50333.61
1563,350.0,15000.0,1.540534E7,56730.25
1564,400.0,15000.0,1.93531E7,62868.66
1565,450.0,15000.0,2.3662E7,68788.19
1566,500.0,15000.0,2.831877E7,74518.6
1567,600.0,15000.0,3.863132E7,85500.47
1568,700.0,15000.0,5.021417E7,95951.5
1569,800.0,15000.0,6.300592E7,105965.6
1570,900.0,15000.0,7.695581E7,115610.6
1571,1000.0,15000.0,9.202069E7,124937.7
1572,1200.0,15000.0,1.253515E8,142789.3
1573,1400.0,15000.0,1.627507E8,159754.0
1574,1600.0,15000.0,2.040201E8,175990.9
1575,1800.0,15000.0,2.489728E8,191617.8
1576,3.0E-8,20000.0,9.783351E-6,402.447
1577,4.0E-8,20000.0,1.301797E-5,400.264
1578,5.0E-8,20000.0,1.624224E-5,398.529
1579,6.0E-8,20000.0,1.94568E-5,397.074
1580,7.0E-8,20000.0,2.266207E-5,395.676
1581,8.0E-8,20000.0,2.585857E-5,394.168
1582,9.0E-8,20000.0,2.915371E-5,392.542
1583,1.0E-7,20000.0,3.23626E-5,390.821
1584,2.0E-7,20000.0,6.410168E-5,370.689
1585,3.0E-7,20000.0,9.522261E-5,347.792
1586,4.0E-7,20000.0,1.258993E-4,325.016
1587,5.0E-7,20000.0,1.560632E-4,302.933
1588,6.0E-7,20000.0,1.858066E-4,281.7
1589,7.0E-7,20000.0,2.151781E-4,261.519
1590,8.0E-7,20000.0,2.442116E-4,242.429
1591,9.0E-7,20000.0,2.729352E-4,224.421
1592,1.0E-6,20000.0,3.013766E-4,207.44
1593,2.0E-6,20000.0,5.73985E-4,75.285
1594,3.0E-6,20000.0,8.316603E-4,-16.154
1595,4.0E-6,20000.0,0.001079533,-85.465
1596,5.0E-6,20000.0,0.001320173,-140.544
1597,6.0E-6,20000.0,0.001555323,-186.461
1598,7.0E-6,20000.0,0.00178591,-225.298
1599,8.0E-6,20000.0,0.002012749,-258.844
1600,9.0E-6,20000.0,0.002236559,-288.566
1601,1.0E-5,20000.0,0.002457729,-315.079
1602,2.0E-5,20000.0,0.004569855,-480.631
1603,3.0E-5,20000.0,0.00658301,-568.744
1604,4.0E-5,20000.0,0.008549405,-626.9629
1605,5.0E-5,20000.0,0.01047918,-668.6662
1606,6.0E-5,20000.0,0.01237597,-699.2684
1607,7.0E-5,20000.0,0.01424668,-723.2211
1608,8.0E-5,20000.0,0.01609737,-742.6997
1609,9.0E-5,20000.0,0.01793366,-758.7331
1610,1.0E-4,20000.0,0.01976143,-772.3492
1611,2.0E-4,20000.0,0.03789797,-853.6267
1612,3.0E-4,20000.0,0.05565389,-889.2302
1613,4.0E-4,20000.0,0.07325526,-911.1608
1614,5.0E-4,20000.0,0.09077964,-927.0174
1615,6.0E-4,20000.0,0.1082149,-939.2093
1616,7.0E-4,20000.0,0.1255397,-948.944
1617,8.0E-4,20000.0,0.1427648,-957.1178
1618,9.0E-4,20000.0,0.1599127,-964.2414
1619,0.001,20000.0,0.1769968,-970.5069
1620,0.002,20000.0,0.3457404,-1009.214
1621,0.003,20000.0,0.5118155,-1029.549
1622,0.004,20000.0,0.6762755,-1042.647
1623,0.005,20000.0,0.8395689,-1052.006
1624,0.006,20000.0,1.00182,-1059.313
1625,0.007,20000.0,1.163121,-1065.376
1626,0.008,20000.0,1.323568,-1070.532
1627,0.009,20000.0,1.483253,-1075.045
1628,0.01,20000.0,1.642265,-1079.09
1629,0.02,20000.0,3.210274,-1106.772
1630,0.03,20000.0,4.759624,-1124.06
1631,0.04,20000.0,6.309576,-1136.311
1632,0.05,20000.0,7.873774,-1145.916
1633,0.06,20000.0,9.467504,-1153.803
1634,0.07,20000.0,11.09623,-1159.595
1635,0.08,20000.0,12.74961,-1164.942
1636,0.09,20000.0,14.41327,-1169.865
1637,0.1,20000.0,16.07755,-1174.384
1638,0.2,20000.0,35.67578,-1201.813
1639,0.3,20000.0,62.18841,-1212.243
1640,0.4,20000.0,95.66641,-1212.098
1641,0.5,20000.0,135.9491,-1206.442
1642,0.6,20000.0,184.4344,-1194.399
1643,0.7,20000.0,240.2308,-1180.716
1644,0.8,20000.0,302.8679,-1163.831
1645,0.9,20000.0,372.6473,-1145.33
1646,1.0,20000.0,450.5072,-1124.001
1647,1.2,20000.0,627.5648,-1077.654
1648,1.4,20000.0,831.95,-1028.174
1649,1.6,20000.0,1063.206,-976.1204
1650,1.8,20000.0,1320.875,-922.0533
1651,2.0,20000.0,1604.501,-866.5317
1652,2.2,20000.0,1913.646,-810.0379
1653,3.0,20000.0,3398.5,-577.059
1654,4.0,20000.0,5793.76,-275.619
1655,5.0,20000.0,8759.96,30.93
1656,9.0,20000.0,25431.9,1178.13
1657,12.0,20000.0,42750.8,2027.35
1658,15.0,20000.0,63833.6,2849.46
1659,20.0,20000.0,106609.0,4153.76
1660,30.0,20000.0,218670.0,6603.14
1661,50.0,20000.0,536446.0,11046.9
1662,70.0,20000.0,964742.0,15085.7
1663,100.0,20000.0,1790665.0,20681.06
1664,150.0,20000.0,3606785.0,29027.87
1665,200.0,20000.0,5915958.0,36643.7
1666,250.0,20000.0,8675156.0,43745.38
1667,300.0,20000.0,1.185365E7,50455.89
1668,350.0,20000.0,1.542787E7,56853.84
1669,400.0,20000.0,1.937892E7,62993.38
1670,450.0,20000.0,2.369114E7,68913.91
1671,500.0,20000.0,2.835122E7,74645.22
1672,600.0,20000.0,3.867043E7,85628.64
1673,700.0,20000.0,5.025994E7,96080.97
1674,800.0,20000.0,6.305838E7,106096.1
1675,900.0,20000.0,7.701494E7,115742.2
1676,1000.0,20000.0,9.20865E7,125070.1
1677,1200.0,20000.0,1.254307E8,142923.2
1678,1400.0,20000.0,1.62843E8,159889.0
1679,1600.0,20000.0,2.041258E8,176126.8
1680,1800.0,20000.0,2.490917E8,191754.5
1681,3.0E-8,30000.0,1.476335E-5,659.241
1682,4.0E-8,30000.0,1.967011E-5,658.35
1683,5.0E-8,30000.0,2.457276E-5,657.703
1684,6.0E-8,30000.0,2.947145E-5,656.997
1685,7.0E-8,30000.0,3.436629E-5,656.275
1686,8.0E-8,30000.0,3.925769E-5,655.629
1687,9.0E-8,30000.0,4.414604E-5,655.104
1688,1.0E-7,30000.0,4.903167E-5,654.681
1689,2.0E-7,30000.0,9.777279E-5,650.745
1690,3.0E-7,30000.0,1.463294E-4,647.192
1691,4.0E-7,30000.0,1.947422E-4,644.285
1692,5.0E-7,30000.0,2.430469E-4,641.562
1693,6.0E-7,30000.0,2.912589E-4,639.001
1694,7.0E-7,30000.0,3.393806E-4,636.639
1695,8.0E-7,30000.0,3.874117E-4,634.457
1696,9.0E-7,30000.0,4.353531E-4,632.426
1697,1.0E-6,30000.0,4.832086E-4,630.51
1698,2.0E-6,30000.0,9.588576E-4,614.871
1699,3.0E-6,30000.0,0.001429666,602.706
1700,4.0E-6,30000.0,0.001896634,592.009
1701,5.0E-6,30000.0,0.002359916,582.106
1702,6.0E-6,30000.0,0.002819337,572.747
1703,7.0E-6,30000.0,0.003275615,563.868
1704,8.0E-6,30000.0,0.003729694,555.451
1705,9.0E-6,30000.0,0.004182302,547.506
1706,1.0E-5,30000.0,0.004633246,539.968
1707,2.0E-5,30000.0,0.008998575,464.94
1708,3.0E-5,30000.0,0.01312527,391.002
1709,4.0E-5,30000.0,0.01712482,321.041
1710,5.0E-5,30000.0,0.02108515,257.945
1711,6.0E-5,30000.0,0.02499642,204.602
